Year,State,State_Abb,County,FIPS,Percentage_Vote_for_Republican,party
2016,Texas,TX,Coke,48081.0,88.9,republican
2016,Texas,TX,Coleman,48083.0,87.21,republican
2016,Texas,TX,Collin,48085.0,55.62,republican
2016,Texas,TX,Collingsworth,48087.0,85.03,republican
2016,Texas,TX,Colorado,48089.0,74.3,republican
2016,Texas,TX,Comal,48091.0,72.59,republican
2016,Texas,TX,Comanche,48093.0,82.74,republican
2016,Texas,TX,Concho,48095.0,82.87,republican
2016,Texas,TX,Cooke,48097.0,82.61,republican
2016,Texas,TX,Coryell,48099.0,66.98,republican
2016,Texas,TX,Cottle,48101.0,82.68,republican
2016,Texas,TX,Crane,48103.0,75.79,republican
2016,Texas,TX,Crockett,48105.0,70.25,republican
2016,Texas,TX,Crosby,48107.0,68.34,republican
2016,Texas,TX,Culberson,48109.0,36.51,republican
2016,Texas,TX,Dallam,48111.0,81.67,republican
2016,Texas,TX,Dallas,48113.0,34.64,republican
2016,Texas,TX,Dawson,48115.0,73.98,republican
2016,Texas,TX,Deaf Smith,48117.0,69.05,republican
2016,Texas,TX,Delta,48119.0,80.49,republican
2016,Texas,TX,Denton,48121.0,57.13,republican
2016,Texas,TX,Dewitt,48123.0,80.64,republican
2016,Texas,TX,Dickens,48125.0,83.06,republican
2016,Texas,TX,Dimmit,48127.0,30.2,republican
2016,Texas,TX,Donley,48129.0,83.62,republican
2016,Texas,TX,Duval,48131.0,31.57,republican
2016,Texas,TX,Eastland,48133.0,86.33,republican
2016,Texas,TX,Ector,48135.0,68.49,republican
2016,Texas,TX,Edwards,48137.0,69.52,republican
2016,Texas,TX,Ellis,48139.0,70.58,republican
2016,Texas,TX,El Paso,48141.0,25.94,republican
2016,Texas,TX,Erath,48143.0,80.69,republican
2016,Texas,TX,Falls,48145.0,65.57,republican
2016,Texas,TX,Fannin,48147.0,79.28,republican
2016,Texas,TX,Fayette,48149.0,78.24,republican
2016,Texas,TX,Fisher,48151.0,73.16,republican
2016,Texas,TX,Floyd,48153.0,75.24,republican
2016,Texas,TX,Foard,48155.0,74.66,republican
2016,Texas,TX,Fort Bend,48157.0,44.76,republican
2016,Texas,TX,Franklin,48159.0,81.85,republican
2016,Texas,TX,Freestone,48161.0,78.42,republican
2016,Texas,TX,Frio,48163.0,42.18,republican
2016,Texas,TX,Gaines,48165.0,84.57,republican
2016,Texas,TX,Galveston,48167.0,60.01,republican
2016,Texas,TX,Garza,48169.0,82.55,republican
2016,Texas,TX,Gillespie,48171.0,79.05,republican
2016,Texas,TX,Glasscock,48173.0,91.56,republican
2016,Texas,TX,Goliad,48175.0,70.66,republican
2016,Texas,TX,Gonzales,48177.0,72.42,republican
2016,Texas,TX,Gray,48179.0,87.78,republican
2016,Texas,TX,Grayson,48181.0,74.5,republican
2016,Texas,TX,Gregg,48183.0,68.9,republican
2016,Texas,TX,Grimes,48185.0,74.11,republican
2016,Texas,TX,Guadalupe,48187.0,63.35,republican
2016,Texas,TX,Hale,48189.0,71.87,republican
2016,Texas,TX,Hall,48191.0,81.85,republican
2016,Texas,TX,Hamilton,48193.0,84.53,republican
2016,Texas,TX,Hansford,48195.0,88.85,republican
2016,Texas,TX,Hardeman,48197.0,79.78,republican
2016,Texas,TX,Hardin,48199.0,86.07,republican
2016,Texas,TX,Harris,48201.0,41.61,republican
2016,Texas,TX,Harrison,48203.0,70.62,republican
2016,Texas,TX,Hartley,48205.0,88.63,republican
2016,Texas,TX,Haskell,48207.0,79.27,republican
2016,Texas,TX,Hays,48209.0,46.87,republican
2016,Texas,TX,Hemphill,48211.0,86.25,republican
2016,Texas,TX,Henderson,48213.0,78.72,republican
2016,Texas,TX,Hidalgo,48215.0,28.05,republican
2016,Texas,TX,Hill,48217.0,77.93,republican
2016,Texas,TX,Hockley,48219.0,79.46,republican
2016,Texas,TX,Hood,48221.0,81.42,republican
2016,Texas,TX,Hopkins,48223.0,79.09,republican
2016,Texas,TX,Houston,48225.0,74.28,republican
2016,Texas,TX,Howard,48227.0,76.09,republican
2016,Texas,TX,Hudspeth,48229.0,57.75,republican
2016,Texas,TX,Hunt,48231.0,75.77,republican
2016,Texas,TX,Hutchinson,48233.0,86.35,republican
2016,Texas,TX,Irion,48235.0,86.16,republican
2016,Texas,TX,Jack,48237.0,88.75,republican
2016,Texas,TX,Jackson,48239.0,80.46,republican
2016,Texas,TX,Jasper,48241.0,79.06,republican
2016,Texas,TX,Jeff Davis,48243.0,58.35,republican
2016,Texas,TX,Jefferson,48245.0,48.92,republican
2016,Texas,TX,Jim Hogg,48247.0,20.29,republican
2016,Texas,TX,Jim Wells,48249.0,43.78,republican
2016,Texas,TX,Johnson,48251.0,77.04,republican
2016,Texas,TX,Jones,48253.0,80.86,republican
2016,Texas,TX,Karnes,48255.0,70.63,republican
2016,Texas,TX,Kaufman,48257.0,71.7,republican
2016,Texas,TX,Kendall,48259.0,78.03,republican
2016,Texas,TX,Kenedy,48261.0,45.16,republican
2016,Texas,TX,Kent,48263.0,82.95,republican
2016,Texas,TX,Kerr,48265.0,76.09,republican
2016,Texas,TX,Kimble,48267.0,86.94,republican
2016,Texas,TX,King,48269.0,93.71,republican
2016,Texas,TX,Kinney,48271.0,65.45,republican
2016,Texas,TX,Kleberg,48273.0,45.91,republican
2016,Texas,TX,Knox,48275.0,78.86,republican
2016,Texas,TX,Lamar,48277.0,78.24,republican
2016,Texas,TX,Lamb,48279.0,77.87,republican
2016,Texas,TX,Lampasas,48281.0,77.82,republican
2016,Texas,TX,La Salle,48283.0,42.35,republican
2016,Texas,TX,Lavaca,48285.0,84.83,republican
2016,Texas,TX,Lee,48287.0,76.47,republican
2016,Texas,TX,Leon,48289.0,85.91,republican
2016,Texas,TX,Liberty,48291.0,77.85,republican
2016,Texas,TX,Limestone,48293.0,74.89,republican
2016,Texas,TX,Lipscomb,48295.0,87.01,republican
2016,Texas,TX,Live Oak,48297.0,80.52,republican
2016,Texas,TX,Llano,48299.0,79.44,republican
2016,Texas,TX,Loving,48301.0,89.23,republican
2016,Texas,TX,Lubbock,48303.0,66.31,republican
2016,Texas,TX,Lynn,48305.0,76.95,republican
2016,Texas,TX,McCulloch,48307.0,82.24,republican
2016,Texas,TX,McLennan,48309.0,61.03,republican
2016,Texas,TX,McMullen,48311.0,90.98,republican
2016,Texas,TX,Madison,48313.0,78.13,republican
2016,Texas,TX,Marion,48315.0,70.39,republican
2016,Texas,TX,Martin,48317.0,82.58,republican
2016,Texas,TX,Mason,48319.0,80.51,republican
2016,Texas,TX,Matagorda,48321.0,68.6,republican
2016,Texas,TX,Maverick,48323.0,20.72,republican
2016,Texas,TX,Medina,48325.0,70.07,republican
2016,Texas,TX,Menard,48327.0,78.94,republican
2016,Texas,TX,Midland,48329.0,75.13,republican
2016,Texas,TX,Milam,48331.0,73.45,republican
2016,Texas,TX,Mills,48333.0,86.9,republican
2016,Texas,TX,Mitchell,48335.0,81.06,republican
2016,Texas,TX,Montague,48337.0,87.47,republican
2016,Texas,TX,Montgomery,48339.0,73.46,republican
2016,Texas,TX,Moore,48341.0,75.26,republican
2016,Texas,TX,Morris,48343.0,69.29,republican
2016,Texas,TX,Motley,48345.0,92.03,republican
2016,Texas,TX,Nacogdoches,48347.0,65.29,republican
2016,Texas,TX,Navarro,48349.0,72.99,republican
2016,Texas,TX,Newton,48351.0,77.48,republican
2016,Texas,TX,Nolan,48353.0,73.13,republican
2016,Texas,TX,Nueces,48355.0,48.62,republican
2016,Texas,TX,Ochiltree,48357.0,87.54,republican
2016,Texas,TX,Oldham,48359.0,89.66,republican
2016,Texas,TX,Orange,48361.0,79.73,republican
2016,Texas,TX,Palo Pinto,48363.0,80.66,republican
2016,Texas,TX,Panola,48365.0,81.08,republican
2016,Texas,TX,Parker,48367.0,81.79,republican
2016,Texas,TX,Parmer,48369.0,77.66,republican
2016,Texas,TX,Pecos,48371.0,58.97,republican
2016,Texas,TX,Polk,48373.0,76.45,republican
2016,Texas,TX,Potter,48375.0,68.51,republican
2016,Texas,TX,Presidio,48377.0,29.53,republican
2016,Texas,TX,Rains,48379.0,84.41,republican
2016,Texas,TX,Randall,48381.0,80.03,republican
2016,Texas,TX,Reagan,48383.0,78.43,republican
2016,Texas,TX,Real,48385.0,82.21,republican
2016,Texas,TX,Red River,48387.0,76.07,republican
2016,Texas,TX,Reeves,48389.0,44.5,republican
2016,Texas,TX,Refugio,48391.0,62.08,republican
2016,Texas,TX,Roberts,48393.0,94.58,republican
2016,Texas,TX,Robertson,48395.0,66.35,republican
2016,Texas,TX,Rockwall,48397.0,71.22,republican
2016,Texas,TX,Runnels,48399.0,85.93,republican
2016,Texas,TX,Rusk,48401.0,77.26,republican
2016,Texas,TX,Sabine,48403.0,85.96,republican
2016,Texas,TX,San Augustine,48405.0,73.47,republican
2016,Texas,TX,San Jacinto,48407.0,77.92,republican
2016,Texas,TX,San Patricio,48409.0,60.17,republican
2016,Texas,TX,San Saba,48411.0,85.91,republican
2016,Texas,TX,Schleicher,48413.0,77.53,republican
2016,Texas,TX,Scurry,48415.0,83.38,republican
2016,Texas,TX,Shackelford,48417.0,91.62,republican
2016,Texas,TX,Shelby,48419.0,79.01,republican
2016,Texas,TX,Sherman,48421.0,86.31,republican
2016,Texas,TX,Smith,48423.0,69.52,republican
2016,Texas,TX,Somervell,48425.0,82.27,republican
2016,Texas,TX,Starr,48427.0,18.94,republican
2016,Texas,TX,Stephens,48429.0,87.66,republican
2016,Texas,TX,Sterling,48431.0,86.73,republican
2016,Texas,TX,Stonewall,48433.0,79.17,republican
2016,Texas,TX,Sutton,48435.0,75.92,republican
2016,Texas,TX,Swisher,48437.0,75.82,republican
2016,Texas,TX,Tarrant,48439.0,51.74,republican
2016,Texas,TX,Taylor,48441.0,72.66,republican
2016,Texas,TX,Terrell,48443.0,65.75,republican
2016,Texas,TX,Terry,48445.0,73.29,republican
2016,Texas,TX,Throckmorton,48447.0,88.49,republican
2016,Texas,TX,Titus,48449.0,69.13,republican
2016,Texas,TX,Tom Green,48451.0,71.45,republican
2016,Texas,TX,Travis,48453.0,27.14,republican
2016,Texas,TX,Trinity,48455.0,79.15,republican
2016,Texas,TX,Tyler,48457.0,82.63,republican
2016,Texas,TX,Upshur,48459.0,82.49,republican
2016,Texas,TX,Upton,48461.0,74.76,republican
2016,Texas,TX,Uvalde,48463.0,53.94,republican
2016,Texas,TX,Val Verde,48465.0,43.25,republican
2016,Texas,TX,Van Zandt,48467.0,84.39,republican
2016,Texas,TX,Victoria,48469.0,68.36,republican
2016,Texas,TX,Walker,48471.0,65.08,republican
2016,Texas,TX,Waller,48473.0,62.74,republican
2016,Texas,TX,Ward,48475.0,73.93,republican
2016,Texas,TX,Washington,48477.0,73.81,republican
2016,Texas,TX,Webb,48479.0,22.75,republican
2016,Texas,TX,Wharton,48481.0,68.89,republican
2016,Texas,TX,Wheeler,48483.0,90.5,republican
2016,Texas,TX,Wichita,48485.0,72.49,republican
2016,Texas,TX,Wilbarger,48487.0,77.13,republican
2016,Texas,TX,Willacy,48489.0,30.36,republican
2016,Texas,TX,Williamson,48491.0,51.3,republican
2016,Texas,TX,Wilson,48493.0,72.04,republican
2016,Texas,TX,Winkler,48495.0,74.79,republican
2016,Texas,TX,Wise,48497.0,83.43,republican
2016,Texas,TX,Wood,48499.0,83.84,republican
2016,Texas,TX,Yoakum,48501.0,78.03,republican
2016,Texas,TX,Young,48503.0,85.65,republican
2016,Texas,TX,Zapata,48505.0,32.75,republican
2016,Texas,TX,Zavala,48507.0,20.44,republican
