Year,State,State_Abb,County,FIPS,Percentage_Vote_for_Republican,party
2008,Texas,TX,Madison,48313.0,70.96,republican
2008,Texas,TX,Marion,48315.0,60.37,republican
2008,Texas,TX,Martin,48317.0,80.99,republican
2008,Texas,TX,Mason,48319.0,72.8,republican
2008,Texas,TX,Matagorda,48321.0,63.32,republican
2008,Texas,TX,Maverick,48323.0,21.17,republican
2008,Texas,TX,Medina,48325.0,66.59,republican
2008,Texas,TX,Menard,48327.0,69.94,republican
2008,Texas,TX,Midland,48329.0,78.23,republican
2008,Texas,TX,Milam,48331.0,62.43,republican
2008,Texas,TX,Mills,48333.0,80.52,republican
2008,Texas,TX,Mitchell,48335.0,74.66,republican
2008,Texas,TX,Montague,48337.0,78.55,republican
2008,Texas,TX,Montgomery,48339.0,75.95,republican
2008,Texas,TX,Moore,48341.0,78.76,republican
2008,Texas,TX,Morris,48343.0,60.18,republican
2008,Texas,TX,Motley,48345.0,87.88,republican
2008,Texas,TX,Nacogdoches,48347.0,63.39,republican
2008,Texas,TX,Navarro,48349.0,66.23,republican
2008,Texas,TX,Newton,48351.0,65.51,republican
2008,Texas,TX,Nolan,48353.0,68.83,republican
2008,Texas,TX,Nueces,48355.0,51.75,republican
2008,Texas,TX,Ochiltree,48357.0,91.7,republican
2008,Texas,TX,Oldham,48359.0,88.37,republican
2008,Texas,TX,Orange,48361.0,73.14,republican
2008,Texas,TX,Palo Pinto,48363.0,73.45,republican
2008,Texas,TX,Panola,48365.0,74.22,republican
2008,Texas,TX,Parker,48367.0,77.11,republican
2008,Texas,TX,Parmer,48369.0,79.96,republican
2008,Texas,TX,Pecos,48371.0,61.85,republican
2008,Texas,TX,Polk,48373.0,68.15,republican
2008,Texas,TX,Potter,48375.0,69.17,republican
2008,Texas,TX,Presidio,48377.0,27.83,republican
2008,Texas,TX,Rains,48379.0,74.27,republican
2008,Texas,TX,Randall,48381.0,80.93,republican
2008,Texas,TX,Reagan,48383.0,79.98,republican
2008,Texas,TX,Real,48385.0,76.04,republican
2008,Texas,TX,Red River,48387.0,68.51,republican
2008,Texas,TX,Reeves,48389.0,46.96,republican
2008,Texas,TX,Refugio,48391.0,56.88,republican
2008,Texas,TX,Roberts,48393.0,92.08,republican
2008,Texas,TX,Robertson,48395.0,59.31,republican
2008,Texas,TX,Rockwall,48397.0,72.66,republican
2008,Texas,TX,Runnels,48399.0,80.63,republican
2008,Texas,TX,Rusk,48401.0,72.89,republican
2008,Texas,TX,Sabine,48403.0,76.92,republican
2008,Texas,TX,San Augustine,48405.0,63.04,republican
2008,Texas,TX,San Jacinto,48407.0,68.66,republican
2008,Texas,TX,San Patricio,48409.0,57.97,republican
2008,Texas,TX,San Saba,48411.0,79.0,republican
2008,Texas,TX,Schleicher,48413.0,74.39,republican
2008,Texas,TX,Scurry,48415.0,79.26,republican
2008,Texas,TX,Shackelford,48417.0,85.32,republican
2008,Texas,TX,Shelby,48419.0,71.91,republican
2008,Texas,TX,Sherman,48421.0,86.67,republican
2008,Texas,TX,Smith,48423.0,69.36,republican
2008,Texas,TX,Somervell,48425.0,75.77,republican
2008,Texas,TX,Starr,48427.0,15.24,republican
2008,Texas,TX,Stephens,48429.0,81.37,republican
2008,Texas,TX,Sterling,48431.0,84.01,republican
2008,Texas,TX,Stonewall,48433.0,71.29,republican
2008,Texas,TX,Sutton,48435.0,75.35,republican
2008,Texas,TX,Swisher,48437.0,66.39,republican
2008,Texas,TX,Tarrant,48439.0,55.43,republican
2008,Texas,TX,Taylor,48441.0,72.34,republican
2008,Texas,TX,Terrell,48443.0,62.24,republican
2008,Texas,TX,Terry,48445.0,67.27,republican
2008,Texas,TX,Throckmorton,48447.0,80.07,republican
2008,Texas,TX,Titus,48449.0,65.2,republican
2008,Texas,TX,Tom Green,48451.0,70.41,republican
2008,Texas,TX,Travis,48453.0,34.44,republican
2008,Texas,TX,Trinity,48455.0,67.39,republican
2008,Texas,TX,Tyler,48457.0,71.35,republican
2008,Texas,TX,Upshur,48459.0,74.0,republican
2008,Texas,TX,Upton,48461.0,75.02,republican
2008,Texas,TX,Uvalde,48463.0,52.36,republican
2008,Texas,TX,Val Verde,48465.0,44.87,republican
2008,Texas,TX,Van Zandt,48467.0,77.15,republican
2008,Texas,TX,Victoria,48469.0,66.41,republican
2008,Texas,TX,Walker,48471.0,60.71,republican
2008,Texas,TX,Waller,48473.0,53.3,republican
2008,Texas,TX,Ward,48475.0,74.04,republican
2008,Texas,TX,Washington,48477.0,70.78,republican
2008,Texas,TX,Webb,48479.0,28.02,republican
2008,Texas,TX,Wharton,48481.0,65.41,republican
2008,Texas,TX,Wheeler,48483.0,85.43,republican
2008,Texas,TX,Wichita,48485.0,69.01,republican
2008,Texas,TX,Wilbarger,48487.0,72.81,republican
2008,Texas,TX,Willacy,48489.0,29.7,republican
2008,Texas,TX,Williamson,48491.0,55.76,republican
2008,Texas,TX,Wilson,48493.0,66.63,republican
2008,Texas,TX,Winkler,48495.0,75.25,republican
2008,Texas,TX,Wise,48497.0,77.39,republican
2008,Texas,TX,Wood,48499.0,76.8,republican
2008,Texas,TX,Yoakum,48501.0,80.92,republican
2008,Texas,TX,Young,48503.0,81.34,republican
2008,Texas,TX,Zapata,48505.0,32.07,republican
2008,Texas,TX,Zavala,48507.0,15.38,republican
